"castle_1","castle_2","castle_3","castle_4","castle_5"
4,4,24,30,38
2,12,46,38,2
5,9,28,28,30
4,10,16,25,45
2,5,38,2,53
4,23,28,33,12
2,10,4,52,32
5,13,20,27,35
8,27,15,30,20
3,25,24,24,24
5,26,23,38,8
3,4,25,54,14
4,0,0,32,64
2,16,29,47,6
2,3,16,47,32
2,22,2,42,32
1,0,15,68,16
2,2,20,38,38
8,16,13,34,29
2,2,46,48,2
6,6,13,35,40
3,10,25,36,26
4,17,18,6,55
5,9,16,59,11
8,8,20,44,20
12,7,0,46,35
8,18,14,55,5
2,2,6,15,75
6,13,21,26,34
2,2,2,92,2
2,3,29,30,36
4,12,20,28,36
8,9,21,10,52
7,17,27,32,17
6,18,14,24,38
2,8,28,54,8
11,2,2,56,29
7,8,14,22,49
14,22,14,0,50
5,10,17,38,30
6,10,0,28,56
3,13,20,17,47
5,15,22,28,30
3,4,4,58,31
4,10,10,37,39
2,8,44,34,12
7,12,22,32,27
6,15,27,32,20
7,18,23,24,28
8,8,28,48,8
6,20,14,56,4
6,13,20,27,34
9,23,40,28,0
2,2,9,30,57
3,0,0,32,65
6,12,20,28,34
5,19,14,33,29
4,2,1,31,62
4,0,0,32,64
4,20,26,35,15
6,2,2,45,45
11,21,38,25,5
2,3,25,42,28
1,20,20,0,59
12,16,44,21,7
1,18,21,6,54
4,4,32,25,35
2,2,5,60,31
6,6,31,53,4
3,16,18,30,33
7,10,29,29,25
2,5,25,55,13
6,22,36,26,10
2,13,20,28,37
7,15,19,34,25
3,19,23,6,49
2,16,21,29,32
4,20,36,36,4
6,10,16,40,28
3,9,23,33,32
8,9,28,49,6
2,12,23,35,28
9,17,12,57,5
2,8,38,25,27
6,12,20,27,35
4,12,20,28,36
9,4,31,52,4
30,9,28,5,28
2,2,6,25,65
7,33,16,42,2
3,8,22,63,4
4,6,40,40,10
6,7,29,28,30
1,2,1,38,58
2,17,14,31,36
4,19,24,30,23
2,2,37,27,32
5,20,42,33,0
8,14,27,33,18
4,10,16,35,35
5,6,38,5,46
2,2,21,2,73
2,3,9,72,14
10,8,22,3,57
6,18,33,18,25
5,6,44,15,30
10,49,25,10,6
2,4,36,30,28
2,2,24,47,25
4,13,32,42,9
5,8,42,43,2
5,15,25,0,55
1,0,0,0,99
9,20,27,40,4
2,7,27,62,2
1,14,22,4,59
2,1,6,35,56
12,31,18,35,4
2,18,14,56,10
6,10,19,33,32
2,2,47,10,39
7,11,22,26,34
1,0,0,99,0
4,12,2,50,32
2,2,20,22,54
4,4,22,24,46
4,11,20,29,36
1,24,20,55,0
2,22,2,46,28
4,8,16,35,37
1,7,34,22,36
4,7,14,33,42
2,13,21,2,62
7,15,28,41,9
5,5,19,34,37
4,12,20,28,36
2,22,4,45,27
2,2,30,45,21
3,2,2,24,69
7,11,21,37,24
2,16,16,22,44
18,12,24,18,28
4,10,20,30,36
2,12,17,61,8
2,15,24,28,31
2,12,23,29,34
4,21,30,4,41
4,9,34,29,24
2,2,46,46,4
4,2,2,28,64
2,8,22,30,38
8,9,17,38,28
4,18,17,23,38
2,2,4,53,39
2,3,18,45,32
4,9,25,34,28
2,18,16,4,60
6,22,8,39,25
1,3,4,46,46
2,13,29,29,27
6,0,0,32,62
6,19,32,19,24
2,16,29,4,49
6,20,22,8,44
6,12,20,28,34
6,9,31,52,2
5,12,29,45,9
5,9,35,14,37
5,4,21,36,34
4,7,11,21,57
2,18,32,46,2
2,2,2,41,53
2,14,21,28,35
2,3,29,60,6
2,4,18,46,30
1,2,43,27,27
8,8,24,52,8
2,2,23,32,41
5,0,0,27,68
4,7,20,22,47
2,10,25,35,28
10,25,30,26,9
12,20,5,7,56
2,12,37,47,2
5,16,25,30,24
3,4,15,36,42
2,4,29,32,33
4,4,20,40,32
3,7,11,15,64
4,3,6,35,52
9,15,15,16,45
7,11,17,34,31
2,28,28,2,40
1,18,21,25,35
8,24,29,31,8
4,15,29,40,12
3,4,24,35,34
2,3,36,26,33
2,2,13,36,47
2,6,30,55,7
1,14,24,26,35
2,2,2,24,70
6,6,24,32,32
2,2,2,29,65
1,0,9,20,70
2,9,34,55,0
2,16,22,8,52
1,0,0,22,77
2,9,21,30,38
1,12,27,0,60
2,8,22,30,38
5,17,19,33,26
1,14,18,0,67
8,16,24,32,20
2,16,36,44,2
1,12,12,50,25
7,7,18,37,31
2,17,31,44,6
2,15,16,5,62
2,14,19,4,61
4,32,32,4,28
62,32,2,2,2
5,19,23,27,26
9,21,31,27,12
3,11,25,21,40
2,11,23,39,25
8,14,18,20,40
4,7,19,40,30
4,12,20,28,36
8,8,26,35,23
4,15,34,38,9
6,13,23,58,0
6,11,20,25,38
3,10,19,30,38
1,16,19,21,43
2,2,16,48,32
2,15,23,27,33
1,2,26,2,69
5,2,2,31,60
2,2,2,32,62
2,9,24,36,29
4,5,14,67,10
2,12,2,22,62
2,6,23,9,60
7,8,20,28,37
1,3,33,59,4
2,3,8,22,65
3,7,30,30,30
1,9,20,40,30
3,4,8,29,56
4,10,19,34,33
2,14,34,46,4
5,13,24,27,31
1,0,0,49,50
11,26,33,27,3
2,8,16,29,45
5,9,12,63,11
1,3,24,45,27
1,6,34,10,49
2,23,31,23,21
3,4,21,44,28
5,10,15,30,40
2,17,4,44,33
4,12,30,28,26
15,19,23,27,16
4,12,22,19,43
6,2,2,29,61
3,10,21,30,36
6,6,23,41,24
10,10,10,30,40
2,3,25,3,67
2,20,36,35,7
12,12,22,26,28
2,3,16,23,56
6,13,15,24,42
6,3,23,60,8
1,9,15,35,40
3,16,23,28,30
16,20,13,0,51
4,6,29,30,31
3,13,31,23,30
11,18,28,33,10
7,17,32,22,22
6,26,29,28,11
2,2,36,25,35
10,25,30,29,6
7,10,16,29,38
3,20,18,5,54
11,2,2,40,45
3,10,27,40,20
4,16,17,37,26
4,4,22,40,30
2,16,2,78,2
6,14,22,32,26
4,8,36,42,10
20,20,20,20,20
2,19,2,44,33
4,24,35,27,10
3,7,10,47,33
11,32,7,7,43
3,17,20,60,0
11,13,12,17,47
1,8,21,30,40
2,2,11,35,50
9,24,34,6,27
8,0,0,31,61
1,2,27,32,38
2,4,18,2,74
7,6,2,21,64
4,12,23,17,44
2,6,11,21,60
7,18,15,56,4
2,18,22,4,54
9,24,6,11,50
2,2,19,47,30
4,12,22,34,28
2,11,30,55,2
2,2,25,45,26
2,2,10,22,64
7,14,20,26,33
7,2,39,40,12
4,5,26,23,42
7,6,24,26,37
12,18,40,30,0
2,6,14,30,48
0,14,37,49,0
6,12,20,26,36
2,4,5,12,77
0,13,33,54,0
5,16,24,34,21
3,11,14,44,28
15,9,19,19,38
2,2,24,38,34
1,21,26,11,41
24,24,26,26,0
3,14,31,30,22
12,18,35,29,6
7,14,22,25,32
0,0,25,40,35
2,9,15,29,45
2,11,10,24,53
0,4,2,45,49
0,0,43,30,27
2,14,29,10,45
9,18,47,26,0
2,2,38,56,2
4,8,33,25,30
4,14,14,4,64
2,0,17,36,45
14,20,20,22,24
0,4,11,61,24
1,11,0,58,30
0,3,42,27,28
0,10,20,60,10
5,0,0,24,71
1,18,24,54,3
2,23,37,9,29
7,17,20,27,29
13,12,18,22,35
5,24,41,20,10
0,23,17,25,35
11,23,25,27,14
9,19,25,35,12
0,0,0,0,100
4,4,32,0,60
6,10,9,37,38
11,12,34,5,38
0,18,24,2,56
0,7,10,24,59
3,3,18,30,46
0,2,42,23,33
2,20,21,7,50
0,4,17,17,62
3,4,13,52,28
3,9,31,50,7
13,21,33,26,7
10,27,38,23,2
2,2,10,42,44
3,4,26,27,40
7,22,22,22,27
7,8,15,33,37
5,13,32,44,6
3,2,12,43,40
10,15,21,47,7
6,5,26,29,34
1,20,22,23,34
6,6,22,37,29
0,27,29,8,36
1,20,22,23,34
0,20,19,26,35
11,0,35,53,1
12,12,13,58,5
21,20,22,22,15
12,20,40,28,0
2,5,13,34,46
0,24,23,42,11
4,22,29,43,2
5,8,36,21,30
4,17,16,61,2
20,26,27,27,0
4,12,20,28,36
10,18,31,10,31
4,19,31,42,4
2,16,22,3,57
9,11,16,27,37
0,16,2,53,29
6,0,0,33,61
1,20,38,30,11
3,19,25,10,43
2,2,9,33,54
1,18,40,40,1
2,14,16,40,28
4,15,28,45,8
12,16,22,28,22
2,16,40,40,2
8,8,33,40,11
1,5,9,29,56
2,5,30,30,33
4,10,20,4,62
2,2,29,45,22
12,22,17,33,16
3,19,19,29,30
2,6,11,14,67
1,19,37,30,13
8,2,30,58,2
6,12,20,28,34
11,13,21,25,30
11,26,28,29,6
3,16,31,34,16
0,12,23,33,32
2,2,35,59,2
2,2,30,30,36
2,4,4,40,50
6,11,26,36,21
2,2,41,53,2
4,3,2,33,58
6,16,36,34,8
0,17,4,48,31
10,0,0,20,70
4,11,33,14,38
2,4,20,42,32
16,24,31,27,2
2,2,16,36,44
3,9,27,0,61
2,2,6,30,60
37,22,23,16,2
0,11,0,57,32
0,6,21,21,52
6,0,0,32,62
10,25,30,25,10
2,2,11,33,52
3,4,35,31,27
4,17,30,17,32
20,20,20,20,20
6,12,20,28,34
2,16,19,27,36
0,17,24,28,31
0,0,70,30,0
2,10,16,4,68
5,18,41,25,11
0,1,39,22,38
3,13,29,10,45
0,3,9,23,65
4,39,31,13,13
3,12,26,53,6
1,9,33,0,57
0,10,16,0,74
5,0,0,30,65
0,15,19,7,59
7,14,13,30,36
3,0,0,32,65
0,0,22,32,46
0,12,22,0,66
20,20,40,10,10
6,26,38,12,18
4,14,22,30,30
10,11,24,25,30
3,0,0,28,69
2,17,19,25,37
0,5,20,35,40
4,12,19,28,37
3,9,9,33,46
2,23,21,52,2
0,16,40,42,2
3,5,10,23,59
0,0,15,15,70
0,7,8,35,50
6,22,21,17,34
0,0,25,34,41
3,17,18,58,4
11,15,22,25,27
4,14,18,28,36
0,13,12,0,75
4,10,18,4,64
0,0,19,43,38
1,2,27,38,32
3,4,7,30,56
2,18,37,41,2
4,4,27,42,23
2,18,23,4,53
6,4,16,25,49
4,11,33,52,0
4,12,66,6,12
6,16,14,58,6
2,2,20,45,31
0,31,28,29,12
6,12,20,28,34
1,10,28,54,7
10,15,15,41,19
2,2,36,38,22
8,2,0,27,63
9,0,0,32,59
0,25,30,30,15
3,6,10,26,55
2,22,27,31,18
20,20,28,26,6
10,0,40,50,0
1,4,38,1,56
0,0,35,31,34
2,6,15,30,47
2,5,29,15,49
2,8,30,40,20
0,15,30,55,0
2,0,22,44,32
0,0,35,30,35
4,24,24,44,4
4,2,2,27,65
8,2,34,44,12
18,19,23,27,13
2,3,12,22,61
2,22,38,27,11
2,2,32,32,32
11,24,40,25,0
1,16,20,5,58
3,3,28,58,8
2,6,12,16,64
7,22,25,29,17
2,6,17,35,40
1,4,6,46,43
9,13,45,31,2
7,0,0,35,58
10,0,0,30,60
6,15,27,23,29
0,0,40,26,34
2,4,34,21,39
0,20,0,0,80
4,14,25,45,12
8,14,12,29,37
4,15,27,18,36
0,0,15,17,68
0,0,35,4,61
5,0,0,32,63
4,15,42,31,8
2,6,36,48,8
0,25,25,50,0
0,0,10,35,55
5,10,23,33,29
17,19,0,30,34
2,4,24,24,46
4,17,30,18,31
4,0,44,52,0
1,23,3,45,28
0,0,38,26,36
4,4,15,37,40
1,4,23,33,39
5,16,12,32,35
3,11,30,41,15
3,7,19,5,66
2,16,40,40,2
2,6,2,59,31
4,4,13,52,27
3,14,20,26,37
2,7,21,35,35
3,20,20,55,2
0,20,26,26,28
12,17,22,12,37
1,8,17,29,45
2,6,27,59,6
2,5,15,47,31
0,0,0,50,50
4,12,20,28,36
11,15,20,25,29
4,14,27,31,24
5,14,26,42,13
9,16,25,37,13
0,0,42,29,29
0,0,20,49,31
0,5,15,28,52
0,8,25,37,30
12,26,40,10,12
2,22,27,4,45
2,2,38,22,36
6,19,24,20,31
2,2,22,34,40
6,3,9,25,57
2,10,37,45,6
3,11,20,16,50
3,7,27,40,23
1,17,23,5,54
5,0,11,34,50
2,2,7,35,54
3,13,30,48,6
4,4,17,39,36
2,11,11,49,27
8,14,20,30,28
0,15,35,50,0
3,8,31,42,16
6,6,20,34,34
6,7,9,10,68
0,0,1,33,66
2,2,0,48,48
6,11,17,26,40
4,18,20,53,5
9,14,22,55,0
0,12,25,38,25
7,13,22,33,25
2,14,35,47,2
8,18,28,8,38
3,22,17,17,41
18,18,18,18,28
0,11,23,2,64
4,18,4,41,33
10,15,20,25,30
4,4,14,44,34
3,7,16,37,37
2,2,16,40,40
2,18,29,4,47
5,10,18,26,41
0,3,31,51,15
4,16,20,54,6
3,7,25,30,35
0,15,11,23,51
11,24,39,26,0
5,0,0,30,65
4,4,24,44,24
8,29,21,36,6
7,8,29,51,5
4,13,23,29,31
1,2,37,28,32
2,16,24,31,27
0,20,15,40,25
2,2,18,37,41
4,12,19,26,39
7,21,12,12,48
3,7,24,33,33
2,7,19,31,41
11,13,9,58,9
0,0,100,0,0
5,24,36,11,24
6,17,14,55,8
3,13,22,26,36
9,11,35,29,16
4,4,4,35,53
8,2,32,54,4
5,11,22,29,33
3,4,13,47,33
2,20,40,10,28
7,14,21,54,4
2,11,24,34,29
6,12,20,28,34
4,4,16,51,25
0,0,0,58,42
5,2,2,24,67
5,13,15,60,7
0,10,24,39,27
4,17,38,33,8
0,19,22,59,0
0,0,47,25,28
0,20,39,18,23
5,8,46,38,3
2,6,15,30,47
0,17,0,52,31
0,17,17,8,58
8,19,28,20,25
2,2,38,29,29
4,6,10,20,60
9,15,13,58,5
60,30,0,0,10
6,22,39,2,31
0,13,25,6,56
0,12,26,0,62
4,13,24,26,33
3,4,23,45,25
6,14,23,36,21
7,11,20,24,38
5,14,28,27,26
5,14,28,27,26
4,13,19,28,36
0,3,21,36,40
2,5,13,34,46
0,10,28,24,38
2,2,3,62,31
9,4,31,38,18
11,4,13,37,35
4,2,4,24,66
4,6,16,32,42
3,18,17,26,36
10,16,27,43,4
4,12,20,28,36
11,12,16,11,50
5,9,20,40,26
6,12,20,28,34
4,24,44,17,11
9,18,20,24,29
2,4,12,30,52
6,14,20,26,34
3,12,28,52,5
11,15,19,25,30
10,2,2,26,60
13,18,39,28,2
2,2,20,38,38
4,8,32,52,4
0,0,10,25,65
4,7,11,0,78
4,12,22,28,34
4,12,20,28,36
10,20,39,31,0
2,7,40,45,6
7,2,48,41,2
7,14,21,25,33
10,16,38,32,4
2,6,40,26,26
20,20,35,25,0
6,10,13,21,50
11,15,19,23,32
7,7,17,59,10
14,0,0,28,58
0,5,13,30,52
0,18,26,36,20
28,22,27,21,2
7,0,0,25,68
2,8,20,38,32
20,20,20,20,20
13,21,37,27,2
3,2,4,14,77
10,25,25,10,30
0,19,24,6,51
7,22,26,13,32
0,19,26,25,30
22,24,34,20,0
6,6,14,59,15
7,16,30,39,8
2,6,10,35,47
3,14,26,35,22
4,0,0,30,66
2,10,35,7,46
5,7,21,32,35
1,4,23,48,24
5,10,23,38,24
4,5,14,47,30
10,10,15,35,30
12,22,32,32,2
5,10,28,25,32
8,17,37,30,8
5,15,0,0,80
4,14,42,24,16
2,16,45,35,2
2,12,17,12,57
4,0,0,41,55
0,2,17,59,22
7,27,29,33,4
3,7,10,44,36
1,29,24,6,40
5,9,18,30,38
6,10,25,30,29
5,0,0,35,60
4,17,33,21,25
0,2,28,33,37
0,17,23,28,32
2,2,2,66,28
4,10,19,67,0
0,3,28,29,40
0,5,23,42,30
9,8,24,24,35
4,5,4,24,63
0,1,34,22,43
5,0,0,35,60
5,4,11,44,36
2,2,22,22,52
0,10,16,34,40
3,5,35,22,35
5,18,21,11,45
11,13,16,21,39
5,21,27,0,47
6,12,20,28,34
7,10,15,24,44
0,0,35,40,25
8,17,24,5,46
5,21,40,10,24
3,10,23,27,37
0,0,10,20,70
9,22,31,32,6
2,6,7,43,42
11,18,17,52,2
6,13,8,8,65
10,10,0,10,70
5,7,15,40,33
6,0,0,34,60
3,18,17,24,38
3,6,29,52,10
0,5,17,45,33
2,7,35,50,6
10,17,21,25,27
0,20,10,50,20
3,23,23,2,49
0,0,0,33,67
9,13,38,32,8
4,19,20,23,34
6,17,16,54,7
6,19,31,38,6
4,0,0,33,63
3,7,32,47,11
2,2,30,20,46
6,21,45,26,2
2,3,31,4,60
8,4,34,37,17
3,15,36,37,9
0,11,7,14,68
11,22,22,22,23
2,7,22,4,65
20,20,20,20,20
0,32,32,36,0
0,10,0,30,60
8,12,25,35,20
0,0,19,50,31
9,9,26,26,30
5,10,24,39,22
8,16,23,31,22
1,6,14,30,49
0,13,22,25,40
4,6,23,41,26
6,12,20,28,34
3,7,20,40,30
7,0,0,31,62
1,10,18,38,33
5,0,0,30,65
3,13,28,23,33
0,0,17,48,35
0,17,26,36,21
2,7,0,22,69
4,5,5,14,72
2,14,2,49,33
2,4,26,5,63
0,8,37,51,4
8,16,24,32,20
5,10,18,28,39
4,12,26,36,22
0,3,42,25,30
4,18,19,30,29
1,0,0,60,39
5,18,19,29,29
0,0,20,0,80
1,3,34,28,34
5,10,28,32,25
2,9,4,50,35
4,4,10,31,51
2,4,23,46,25
2,19,5,47,27
3,14,43,31,9
30,11,14,20,25
10,25,45,10,10
0,20,0,52,28
10,10,15,25,40
2,6,19,38,35
7,18,29,40,6
8,24,26,34,8
6,22,30,38,4
3,26,40,27,4
4,12,20,28,36
2,15,14,30,39
10,15,45,30,0
0,2,5,18,75
7,0,0,26,67
5,9,20,40,26
0,7,28,7,58
11,14,8,38,29
2,13,18,23,44
6,12,27,55,0
2,6,36,24,32
2,3,30,55,10
3,7,20,29,41
4,4,4,9,79
6,17,38,37,2
4,13,22,57,4
1,14,27,45,13
4,4,32,60,0
2,12,9,17,60
6,9,19,30,36
1,17,23,5,54
10,0,0,15,75
10,0,0,40,50
4,3,4,40,49
0,2,35,21,42
0,0,40,55,5
2,2,2,2,92
0,0,42,27,31
2,4,30,58,6
0,3,35,36,26
0,0,14,42,44
1,11,25,33,30
4,12,20,28,36
4,10,36,22,28
4,17,40,35,4
6,15,9,30,40
1,3,22,35,39
6,10,10,10,64
4,12,20,28,36
2,2,29,22,45
2,2,11,25,60
0,4,14,45,37
3,4,26,39,28
10,24,40,26,0
7,1,1,29,62
2,0,15,51,32
7,20,30,43,0
10,10,20,40,20
23,3,2,24,48
5,16,20,38,21
22,22,35,21,0
2,12,31,55,0
2,2,18,22,56
2,23,7,19,49
2,18,32,42,6
6,18,34,42,0
0,20,40,40,0
0,0,22,33,45
0,13,24,6,57
3,13,26,18,40
3,13,26,18,40
9,17,28,30,16
5,10,30,40,15
2,2,2,2,92
7,9,8,35,41
1,6,17,31,45
5,11,22,36,26
9,24,23,19,25
2,2,21,45,30
0,5,20,45,30
1,16,19,3,61
6,14,8,43,29
7,8,30,13,42
6,12,23,29,30
6,6,8,35,45
1,25,14,10,50
0,5,40,22,33
0,0,11,29,60
0,4,10,30,56
4,15,19,8,54
9,13,21,43,14
2,21,20,2,55
0,9,33,25,33
0,0,0,20,80
3,12,22,19,44
6,22,2,2,68
2,11,2,22,63
9,14,20,27,30
8,11,17,28,36
2,4,28,29,37
9,14,22,21,34
9,31,12,12,36
11,19,35,35,0
6,12,20,28,34
2,11,14,29,44
0,19,33,22,26
10,20,30,40,0
0,11,0,58,31
0,6,30,58,6
1,5,9,25,60
2,12,2,54,30
12,20,28,36,4
3,14,29,8,46
5,16,24,0,55
0,20,25,0,55
9,18,28,43,2
11,15,19,23,32
18,22,33,23,4
3,22,24,34,17
0,5,25,34,36
2,13,40,41,4
3,7,25,40,25
0,0,25,50,25
0,5,27,29,39
6,12,20,28,34
6,6,20,34,34
4,12,30,4,50
4,6,32,50,8
3,5,10,23,59
3,17,29,51,0
2,2,2,39,55
24,28,28,20,0
0,10,22,0,68
30,21,27,22,0
3,10,20,43,24
11,30,31,17,11
6,12,19,28,35
11,14,35,31,9
10,2,33,55,0
14,14,14,14,44
3,16,22,27,32
12,2,2,21,63
1,18,23,4,54
0,18,26,10,46
5,16,26,48,5
0,0,25,45,30
10,0,0,30,60
0,0,40,60,0
3,4,18,45,30
1,13,27,14,45
5,15,15,32,33
0,0,0,30,70
0,15,5,46,34
8,10,27,26,29
15,20,30,15,20
0,16,20,10,54
0,4,35,30,31
0,8,3,40,49
4,10,4,46,36
6,6,6,29,53
0,0,6,37,57
2,2,38,38,20
20,13,26,21,20
1,2,25,46,26
4,12,20,28,36
4,18,23,45,10
7,7,18,4,64
5,23,27,21,24
0,0,10,50,40
5,16,12,27,40
8,22,23,13,34
0,16,2,52,30
0,4,26,44,26
4,4,4,34,54
2,2,15,36,45
5,23,35,6,31
0,3,22,47,28
2,13,21,6,58
1,2,4,7,86
5,12,14,33,36
2,7,20,45,26
9,0,3,30,58
2,18,31,10,39
0,5,20,30,45
0,5,20,30,45
4,17,20,3,56
0,18,24,4,54
10,10,33,37,10
19,27,33,19,2
0,23,21,51,5
2,10,13,32,43
5,16,32,21,26
0,3,14,19,64
2,13,40,30,15
1,2,5,23,69
0,5,9,29,57
2,10,32,26,30
3,7,11,31,48
0,18,24,5,53
1,3,14,32,50
5,6,26,26,37
2,23,25,25,25
8,22,22,24,24
6,12,20,28,34
0,0,10,55,35
0,15,15,0,70
3,18,31,33,15
1,17,24,3,55
2,18,20,10,50
0,15,19,2,64
5,20,20,8,47
4,4,28,41,23
0,15,21,0,64
10,18,28,29,15
10,18,28,29,15
2,7,22,32,37
3,4,34,31,28
1,9,19,6,65
4,12,18,6,60
2,4,12,34,48
6,13,20,27,34
4,14,19,34,29
2,18,38,38,4
2,34,20,22,22
6,18,16,29,31
26,26,10,25,13
10,20,20,20,30
9,0,0,33,58
5,5,0,40,50
5,0,40,42,13
1,14,21,28,36
7,12,18,19,44
2,9,25,62,2
4,18,30,42,6
6,12,20,28,34
6,17,34,3,40
6,12,20,28,34
2,2,24,48,24
0,20,23,9,48
0,10,26,0,64
2,17,38,41,2
9,8,33,25,25
4,12,20,28,36
9,21,15,0,55
11,24,21,0,44
10,25,21,0,44
1,1,25,32,41
16,19,24,25,16
3,0,0,30,67
2,5,19,42,32
3,8,37,10,42
5,10,18,36,31
6,16,35,31,12
6,8,12,37,37
1,2,5,23,69
6,12,15,35,32
2,9,31,10,48
0,7,29,33,31
0,0,17,36,47
10,31,31,14,14
5,11,11,37,36
11,29,30,13,17
10,10,15,60,5
0,23,18,28,31
5,25,70,0,0
8,15,12,28,37
4,12,19,27,38
2,9,25,40,24
4,12,20,28,36
20,20,20,20,20
4,14,34,34,14
0,0,0,43,57
11,15,20,25,29
3,18,31,5,43
0,7,22,34,37
12,27,41,9,11
6,20,34,34,6
8,6,23,39,24
0,14,22,1,63
7,2,2,29,60
0,21,23,9,47
1,15,20,8,56
0,8,17,11,64
4,11,25,35,25
0,18,17,6,59
2,12,12,37,37
0,17,39,44,0
1,3,25,45,26
0,10,31,35,24
2,4,34,32,28
4,6,22,30,38
2,7,37,3,51
16,16,16,44,8
8,10,0,50,32
2,2,20,50,26
9,18,13,54,6
3,4,14,36,43
6,14,22,32,26
0,0,0,50,50
37,40,11,7,5
15,28,41,8,8
10,0,0,30,60
4,10,12,19,55
4,8,18,25,45
5,11,21,5,58
2,6,26,41,25
0,15,40,45,0
2,4,16,45,33
4,7,31,4,54
2,6,22,40,30
1,14,24,4,57
3,11,25,18,43
4,5,14,21,56
2,9,25,49,15
8,11,21,0,60
6,11,22,31,30
4,11,20,38,27
100,0,0,0,0
2,5,18,29,46
7,23,7,10,53
0,12,0,48,40
3,5,26,46,20
9,13,6,29,43
0,10,7,33,50
2,9,24,38,27
0,10,22,30,38
6,13,20,27,34
5,9,34,41,11
0,4,29,33,34
2,2,2,75,19
4,14,6,29,47
2,9,29,34,26
6,2,40,49,3
2,8,0,57,33
1,18,23,4,54
10,17,8,8,57
0,2,46,5,47
10,0,0,25,65
7,21,17,4,51
4,7,18,31,40
3,9,10,33,45
0,5,28,42,25
6,8,36,25,25
2,25,40,2,31
4,10,10,44,32
0,22,21,56,1
0,0,0,30,70
14,25,37,12,12
2,14,24,5,55
2,10,46,30,12
4,4,22,48,22
4,4,29,19,44
2,18,24,3,53
2,2,21,55,20
0,2,38,26,34
5,9,24,22,40
11,2,2,29,56
1,8,25,59,7
2,35,40,21,2
0,10,0,30,60
5,9,16,30,40
1,10,3,49,37
2,6,20,20,52
0,1,40,31,28
3,0,0,31,66
5,14,26,22,33
4,9,24,39,24
2,6,15,30,47
4,20,23,49,4
4,4,12,30,50
8,14,14,30,34
2,1,20,42,35
7,4,4,30,55
4,12,20,28,36
0,16,22,3,59
4,14,27,32,23
2,27,26,40,5
1,5,35,27,32
0,10,35,40,15
3,14,37,7,39
3,15,29,29,24
5,12,13,30,40
0,8,24,43,25
2,2,32,31,33
2,18,22,4,54
2,2,16,44,36
13,22,22,24,19
2,2,2,32,62
6,24,40,24,6
7,18,0,0,75
6,12,20,28,34
0,26,28,24,22
0,0,14,28,58
3,10,14,34,39
11,15,12,40,22
4,4,38,26,28
7,23,41,29,0
15,15,20,25,25
2,11,0,51,36
2,2,2,53,41
0,0,0,24,76
15,17,31,29,8
2,2,40,25,31
3,5,23,27,42
6,12,20,28,34
2,2,2,30,64
6,11,12,34,37
4,5,4,48,39
2,8,16,38,36
3,5,15,47,30
0,25,21,54,0
4,4,24,60,8
2,10,33,26,29
2,16,15,0,67
4,6,20,30,40
15,5,35,45,0
4,8,24,60,4
7,2,1,30,60
3,15,39,30,13
2,3,25,34,36
1,15,26,21,37
4,4,12,50,30
11,20,28,14,27
4,6,44,36,10
3,0,37,60,0
1,14,20,35,30
6,15,25,34,20
3,10,24,41,22
1,14,20,33,32
6,0,0,9,85
8,18,16,50,8
5,36,13,24,22
2,15,0,48,35
1,16,19,60,4
4,8,12,34,42
3,7,14,41,35
1,26,2,52,19
1,15,9,25,50
2,2,7,32,57
10,16,19,45,10
8,14,22,24,32
10,8,15,37,30
2,8,20,20,50
7,12,45,24,12
3,11,24,39,23
6,6,6,29,53
8,10,30,34,18
1,18,23,4,54
4,8,13,25,50
2,6,20,17,55
3,14,33,42,8
6,15,3,24,52
6,11,28,39,16
2,7,18,37,36
3,2,14,56,25
5,20,15,50,10
10,20,34,0,36
3,24,21,29,23
5,9,14,32,40
0,18,20,4,58
1,18,23,4,54
0,6,22,37,35
1,0,0,37,62
